doc_id	encoding	sentence	label	sentence_length
1484	utf-8	هي قبرستان ڪلھوڙا دور کان اڳ /  صدي عيسويءَ جي وچ جو آهي ۽ ديهه آراڙو، تعلقو جوھي، ضلعي دادو، تپي بکر شھيد ۾ واقع آهي	sindhi	117
569	utf-8	थ्व गां दूगु थाय्‌ थीथी कालय् विभिन्न जुजुतयेगु अधीनय् लाःगु खने दु। विभिन्न बौद्धहिन्दू राज्यतयेगु प्रभाव धुंका थ्व थासय्‌ मुगल व ब्रिटिशतयेग प्रभाव जू्गु खने द। भारतया स्वतन्त्रता धुंका सन् इ पलिस्था जूगु मध्यप्रदेशय् थ्व थाय्‌ लाःवन। सन  नोभेम्बर  खुनु छत्तीसगढ राज्य पलिस्था जुइ धुंका थ्व थाय्‌ छत्तीसगढ राज्यय्‌ लातः।	newari	322
3314	utf-8	ಟೆಸ್ಟ್ ಆಡುವ ಎಲ್ಲ ಹತ್ತು ದೇಶಗಳ ವಿರುದ್ದ ಶತಕ ಬಾರಿಸಿರುವ ವಿಶ್ವದ ಏಕೈಕ ಆಟಗಾರ	kannada	68
1184	utf-8	urodźůł śe we madryće nale cołke lata kedy bůł bajtlym zwjekowoł we vigo	silesian	72
1366	utf-8	suenter la mort da lez president saramentà	romansh	42
4443	utf-8	godine u režiji jacka smighta	serbo-croatian	29
2647	utf-8	tra le molte celebri pellicole da lui interpretate sono da ricordare i thriller il prigioniero di amsterdam  e rebecca  la prima moglie  entrambi diretti da alfred hitchcock il ritratto di dorian gray  in cui interpretò la figura del diabolico e libertino lord henry wotton il noir lo sparviero di londra  il romantico il fantasma e la signora muir  nei panni dello spregiudicato scrittore miles farley e il dramma in costume ambra  in cui vestì i panni del re carlo ii dinghilterra ruolo che avrebbe ripreso una decina di anni più tardi nellavventura in costume il ladro del re	italian	578
3488	utf-8	cayê xo hem zımeyê ewropa hem zi nêmqureyê zımeyo	dimli	49
5272	utf-8	тальгрен суоми масторонь археологсь а тяфта жа и	moksha	48
6260	utf-8	forest provide multiple benefits که څه هم ځنګل يواځې دچارتراشوپه هدف کرل شوی اوکه دبل هدف لپاره خوډيروتقاضاووته ځواب ويونکی دی دخلکوډېرې اوګڼې غوښتنې دځنګلونوپواسطه پوره کيږي	pushto	174
930	utf-8	the streamlet boardwalk shoppin aurie opens an ends wi pohang station an yukgeori respectively	scots	94
584	utf-8	nimi om tulnuq tuust et keskaol peeti tan egä nädäli puulpäivilde laatu	võro	71
540	utf-8	ق شوروع به و پس از دو سال تومامه به که اونه شمس العماره ایسم نهیدی	gilaki	66
3191	utf-8	административнотерриториальное и муниципальное устройство республики коми на  августа  г	komi	88
1108	utf-8	one way of getting a stronger line comparable in intensity to a rollerball line is to use a broad line ballpoint with a mm diameter or greater ball size	cantonese	152
5598	utf-8	odamsiz havo apparati oha yoki uchuvchisiz havo apparati bortida uchuvchi odam boʻlmagan havo apparatidir	uzbek	105
3091	utf-8	कोशिका के आधार प दू प्रकार के जीव होले। एककोशीय जीव जैसे अमीबा आ बहुकोशिकीय जीव जैसे आदमी काहें की आदमी के शरीर ढेर सारा कोशिका से बनल बा।	bhojpuri	138
6261	utf-8	دځنګلونوپواسطه محصوصه اوغيرمحصوصه محصولات ترلاسه کيږي	pushto	53
6644	utf-8	el  turquia decidí unirse a lotan la qual cosa col·locava lestret del bòsfor a lesfera dinfluència occidental	catalan	109
308	utf-8	uttan iva er steintór rasmussen eitt tað dugnaligasta skaldið ið rúmast her á oyggjunum hóast hann ikki er sloppin so væl frá sínum yrkingasavni sum hann átti	faroese	158
3137	utf-8	a súa estrea en gravación ocurreu con the live adventures of mike bloomfield and al kooper con al kooper e mike bloomfield	galician	122
3763	utf-8	ърьвянять штатолонц ванфнезь куломозонза и путнезь лазксозонза	moksha	62
935	utf-8	a tumba de josé está localizado ao norte do poço de jacó em um prédio da era otomana marcado por uma cúpula branca	portuguese	114
1706	utf-8	mikulov – mjasto i gmina położůne we połedńowyj polsce we ślůnskym wojewůdztwje we połedńowyj tajli gůrnoślůnskigo uokryngu przymysuovygo guop	silesian	142
1876	utf-8	periselo probleeme lahõndamisega putussõq kõgõ ligembält kokko rakõndusmatõmaatiga ja matõmaatilinõ statistiga	võro	110
561	utf-8	en lo moment de la guèrra de trenta ans en  lo pòble i aguèt incendiat per las tropas suedesas	occitan	94
4871	utf-8	muşeref xinûkî an müşerref özcan z	kurdish	34
3049	utf-8	радикал у йе сконды æнæкъай электрон кæнæ электронтæ кæмæн ис ома хайыджы мидæг электронæн æмкъай электрон куы нæ вæййы ахæм хайыг атом кæнæ молекулæ	ossetian	149
3968	utf-8	li ewrupa û bi taybet elmanya hun dikarin hesabê banqê bikar bînin	kurdish	66
3716	utf-8	ħafna millpolls ta opinjoni juru li hemm minoranza favur lindependenza għalkemm lappoġġ ivarja skont innatura talmistoqsija	maltese	123
4033	utf-8	воын мыжы лои шурышкар районлӧн шӧринӧн коді пырис ӧстяквӧгул национальнӧй кытшӧ а  воын район сетісны ямаляран национальнӧй кытшӧ	komi	130
5358	utf-8	и мл	komi	4
5422	utf-8	yn adolah sabuah asteroid	minangkabau	25
2937	utf-8	metās lietova mėgėna patektė i pėrmūji euruopas čempijuonat no nesiekmingā	samogitian	74
399	utf-8	о влиянии оптического излучения на электрическое квадрупольное взаимодействие ядра парамагнитного иона // письма в журнал экспериментальной и теоретической физики	tatar	162
4605	utf-8	eğitim öğretim yılından beri burada eğitim öğretim verilmektedir	turkish	64
4355	utf-8	si peruggia ay isang italyanong makabayan na naniniwalang nararapat na maibalik ang mona lisa sa museyo sa italya	tagalog	113
2188	utf-8	pruduciùtu nta riggiuni chi porta lu stissu nomu tipicamenti è ricupertu di na scorza tanticchedda ammuffuta	sicilian	108
593	utf-8	jūlijā	latvian	6
997	utf-8	idiocera idiocera socotranensis adolah lalek dari famili limoniidae	minangkabau	67
5820	utf-8	sangir sum walkin after midnight i fall to pieces shes got you sweet dreams og crazy hava verið stór hitt	faroese	105
2563	utf-8	eorum mortes exacerbaverunt nationem nascentem et intulerunt rebellionem ductam a katipunan et adiuvata ab americanis	latin	117
5500	utf-8	die wissenschaftliche transliteration wird hauptsächlich in artikeln der linguistik verwendet	german	93
1733	utf-8	לאחר זמן מה אללה מתגלה למוחמד ומצווה עליו לחזור למכה ולהילחם בשליטים המושחתים תוך גיוס חסידים רבים ככל האפשר	hebrew	108
6224	utf-8	خوله بلې خوادځينو عواملوله کبله يې په دوامداره توګه سوئ استفاده کيږي	pushto	68
5362	utf-8	клейн худож	komi	11
4070	utf-8	zemlja prati tok rijeke gambije i proteže se oko  km u smjeru istokzapad a širina u smjeru sjeverjug ne prelazi  km te je površinom najmanja država kontinentalne afrike	croatian	168
3664	utf-8	ideally ac voltage is supplied by a utility as sinusoidal having an amplitude and frequency given by national standards in the case of mains or system specifications in the case of a power feed not directly attached to the mains with an impedance of zero ohms at all frequencies	oriya	278
2138	utf-8	kon el muchiguamiento de la povlasión alkunas seksiones fueron apartajadas para organizar los kondados de san bernardino en  kern en  i orange en	ladino	145
4448	utf-8	이후 월드 오브 워크래프트에서 탈출하여 동족들의 해방을 위해 모험가들을 이끌고 일리단이 있는 검은사원으로 쳐들어가 그를 제거하는데 성공하게 되고 동족들을 해방시킴은 물론 아웃랜드까지 차지하게 된다	korean	109
3847	utf-8	ang kinatasang punto sa palibot aduna kini  ka metros ibabaw  km sa habagatan sa four mile dam	cebuano	94
5774	utf-8	nou lae lu melbi gugde liu kiu tua le melbi je vrici tumla e le barda larcu bo sarji e le zai koa traji le ka terdi citri stuzi klani kei fo ro lo gugde fio manri lao gy	lojban	169
3639	utf-8	мөн парис прага варшавт сурч байсан лаос оюутнууд лаост чөлөөт сонгууль явуулах зэрэг шаардага тавьж байсан тухай тэмдэглэлүүд үлджээ	mongolian	133
212	utf-8	jamonoy waababilon ju bees ci jamono jii la waababilon yi jëlaat genn wàll ci nguurug waaasiri ju bees ji boole ci seen bos ci ndimbalu nabusodonosor ii	wolof	152
4076	utf-8	an maireana aphylla in uska species han magnoliopsida nga syahan ginhulagway ni robert brown ngan ginhatag han pagkayana nga asya nga ngaran ni paul g	waray	150
6275	utf-8	– ددې بايدڅومره ځاې پرې کړی شي	pushto	30
859	utf-8	petro fine retrokuras a la cloudbuster ed aktivigas ol sucesoze delektanta sua patro qua vidas la pluvesko	ido	106
4540	utf-8	la pobla de segur ka  banorë  dhe përfshinë një sipërfaqe prej  km	albanian	66
3102	utf-8	स्टेशनासमोरून ते सरदारगृहाकडे वळणार तोच त्यांना समोर व्हिक्टोरियातून कोर्टाकडे जात असणारे लोकमान्य टिळक दिसले	marathi	109
4490	utf-8	en vischinanza da boulogne eran vegnidas radunadas truppas d’invasiun da   umens	romansh	80
2007	utf-8	rugadh é i wolverhampton birmingham ar an  lúnasa	irish	49
3495	utf-8	her mewsımi de serdo	dimli	20
3357	utf-8	ноября  года во «вконтакте» и других сайтах имиджборд «двач» и прочих появляются шокирующие фотографии бросившейся под поезд школьницы известной в социальной сети как рина паленкова	russian	181
2298	utf-8	pemp meneg zo da lwyfenydd e levr taliesin er meulganoù skrivet gant taliesin da urien ha de vab	breton	96
704	utf-8	litaliani i sannu sentiri co nomu di sardine	sicilian	44
5383	utf-8	oktober  ass e lëtzebuergesche volleyballspillerde zuidberg huet seng international sportscarrière  ugefaangen	luxembourgish	110
4177	utf-8	чий гардошну ичи % суудан % углеводладан % акъдан % кюлден къуралады	karachay-balkar	68
4698	utf-8	ಅನುಮಾನ ಪ್ರಮಾಣಕ್ಕೆ ಮಾನ್ಯತೆ ಇಲ್ಲಿರುವುದರಿಂದ ತರ್ಕದಲ್ಲಿ ಸೋತಿತು	kannada	57
3391	utf-8	anyi nwere agugu ubochi  du mgbe afo na agwu	igbo	44
2865	utf-8	romano prodi havas du filojn giorgio kaj antonio	esperanto	48
1092	utf-8	yma an yeth sowsnek ow kwarthevya yn naw pow saw québec	cornish	55
5661	utf-8	આ ગામમાં મુખ્યત્વે ઘઉં જીરુ મગફળી બાજરી ચણા કપાસ દિવેલા રજકો તેમ જ અન્ય શાકભાજીના પાકની ખેતી કરવામાં આવે છે	gujarati	107
5165	utf-8	vl  uden zelandijan päeksport oli kuidud maid % liha % vin % kazein % pumaterialad % toine eksport — kivivoi % argvoi % fruktad % sagud % vill % alüminii % kuld %	veps	162
432	utf-8	జిల్లాలో బొగ్గు నిక్షేపాలు ఉన్నాయి	telugu	34
1890	utf-8	századi indonéz függetlenségi mozgalomra is hatással volt	hungarian	57
5429	utf-8	habitat pembiakan ialah dasardasar rumput sendayan di eropah khususnya di timur merentasi asia	malay	94
5006	utf-8	сирэй тириитэ мэлдьи ыраас сибиэһэй тэтэркэй буоларыгар дьахталлар оҕурсуну яблоконы теркалаан нэдиэлэҕэ биирдэ мааска оҥостоллор	yakut	129
6530	utf-8	zijn nietaflatende zoektocht naar nieuwe vormen van samenwerking bracht hem samen met onder meer de indiase muzikanten shujaat husain khan sitar en zang en swapan chadhuri tabla de turkse sazspeler erdal erzincan en de amerikaanse strijkkwartetten kronos en brooklyn rider	dutch	272
1234	utf-8	san olltoghchán i  bhuaigh na coimeádaigh móramh i dteach na dteachtaí agus toghadh thatcher mar phríomhaire	irish	108
3535	utf-8	पासूनच्या निवडणुकांचे पक्षनिहाय मतदानाच्या टक्केवारीचे तुलनात्मक विश्लेषण	marathi	73
3071	utf-8	إصلاح الحكومة المحلية لعام  في اسكتلندا والذي سن بقانون الحكومة المحلية  اسكتلندا  لعام ، وتم بمثابرة تفادي إطلاق مسمى على الوحدات الإدارية والتي تدار بواسطة سلطات وحدوية في القانون السابق الذكر	arabic	194
3182	utf-8	bu ürün eticaret piyasasına odaklanmıştır ve geçersiz web sayfası karakteri girişlerine karşı koruma sağlamıştır	turkish	112
1764	utf-8	джылны чу майында японияны басымына бойсунуб виши режим тайланд бла мамырлыкъ кесаматны къабыл этеди ол кесаматха кёре тайландха лаос бла камбоджаны кесеги кетеди	karachay-balkar	162
1541	utf-8	jechumti bamaqaa jedhu iyyuu yoo qoodamee ilaalamu ba fi maqaa of keessaa qaba	oromo	78
3893	utf-8	müdafiə nazirinin  dekabr cü il tarixli qərarı ilə qüvvəyə minmiş sıra nizamnaməsinə əsasən əsgəri salamı başıaçıq da verməyə icazə verilir	azerbaijani	139
2863	utf-8	en la jaro  en reggio emilia li estis edzigita de la pastro nun kardinalo camillo ruini kun flavia franzoni tiam lernantino	esperanto	123
5191	utf-8	omaruru is n dorpie in namibië  km noord van karibib en  km noordwes van windhoek geleë op die oewers van die boomryke en waterryke omarururivier naby die skouspelagtige omarurukoppie	afrikaans	183
5384	utf-8	hien ass am kader vun der lëtzebuergescher härevolleyballnationalequipe	luxembourgish	71
4306	utf-8	final piala champions nalika iku antarané juventus lan liverpool ing stadion heysel brussels bèlgi	javanese	98
3333	utf-8	नालंदा विश्विद्यालय पुराना समय में एगो बहुत बड़हन आ विश्वप्रसिद्ध विश्वविद्यालय रहे जेवना क खण्डहर आ अवशेष वर्तमान नालंदा नाँव की अस्थान पर बाटे। ई एगो बहुत बड़ा बौद्ध विहार रहे आ बौद्ध दर्शन की पढ़ाई क पूरा बिस्व में एगो महत्वपूर्ण केन्द्र रहे। ई पाँचवी सदी इसवी से ले के  ले शिक्षा क एगो अगुवा संस्थान रहल आ एकर धाक बहुत दूरदूर ले रहे।	bhojpuri	337
489	utf-8	li cité have   e un area de  quadratkilometres	interlingue	46
2360	utf-8	اڳتي هلي سن ع ۾ هي ادارو حيدرآباد ۾ منتقل ٿيو ۽ ڏيپلائي صاحب جا ڪتاب تواتر سان سنه ع تائين شايع ڪندو رهيو	sindhi	105
2755	utf-8	римонь вяре ащихне вешесть ганибалонь панемать ди сон тусь селевкидонь оцязоргирдемав эди кармась тонафтома антиох iii тюремань вятемати мъзярс антиох iii тюрьсь рим мархта	moksha	172
4429	utf-8	ಮೊಕುಲು ಕಾಡ್‍ಡ್ ತಿಕ್ಕುನ ಬೆದ್‍ರ್ ಬೂರುಲೆಡ್ದ್ ಕುಡುಪು ತಟ್ಟಿ ಕುಡುಪು ಪೇರ್ ಅರ್ಪುಕುರುವೆ ಕುರುವೆ ಕಾಂಟ್ಯಲೆನ್ ಮುಡೆದ್ ಅಯಿಟ್ ಬತ್ತಿನ ಕಾಸ್‍ಡ್ ಜೀವನ ಸಾಗೊಂದಿತ್ತೆರ್	tulu	143
1207	utf-8	mayin dagʻal jingalak boʻladi	uzbek	29
3227	utf-8	bisa ga ƙidayar jamaa a shekarar  jimilar mutane  miliyan ɗaya da dubu dari biyar da sha biyar da sha bakwai	hausa	108
5294	utf-8	kawas sakumna astéroid ieu astéroid kabentuk tina nébula panonpoé primordial minangka beubeulahan planétisimal objék di nébula marcapada ngora nu teu cukup badag pikeun robah jadi planét	sundanese	186
427	utf-8	జిల్లాకు అధిక చరిత్రక మరియు సంస్కృతిక ప్రాధాన్యత ఉంది	telugu	53
2452	utf-8	lähembaižed järedad lidnad oma novotroick  km päivlaskmha i kazahstanan aktobe  km suvipäivlaskmha	veps	98
1580	utf-8	செமீ என பதிவு செய்வது தரமற்றதாக கருதப்படுகிறது	tamil	46
6342	utf-8	web uygulama güvenlik tarayıcısı olarak da bilinen bir web uygulamaları zafiyet tarama aracı samate nist da şu şekilde tanımlanmıştır web uygulamalarını olası güvenlik zafiyetleri için inceleyen otomatize bir program	turkish	216
789	utf-8	tadsyn gaarheynn liorish mitosis dys ymmodee sporragyn haploidagh ta goll er skeaylley magh	manx	91
3787	utf-8	inoltri lintruduzioni à opara di i persiani di i bufali in u vii seculu aàc	corsican	75
5714	utf-8	colin donnell დ	mingrelian	15
6283	utf-8	په ساده طريقه ورڅخه حاصل ټول کړی شيپه عملياتوکې اقتصاد، دکاريګرلاسرسی، دځمکې حفاظت دخاورې دحاصلخيزۍ ثبات دبلانس جوړول اوداسې نور	pushto	128
3092	utf-8	a ghà n teritöjo continentâ de  km² cho confinna con bolivia e paraguay a nòrd uruguay e loçeano atlantico a est cile a òvest e sud e o braxî a nòrdest	ligurian	151
788	utf-8	çheusthie jehn vacroheane tan killag foawragh rheynn liorish meiosis ayns daa chillag as çhaglym noa dy yienntagyn oc	manx	117
4687	utf-8	загаснаас мөрөг зоодой загас байдаг ба орон даяар  зүйлийн ургамал байна	mongolian	72
2966	utf-8	en las sus paredes se meldan los nombres de todas las viktimas djudios i goyim	ladino	78
3490	utf-8	finlanda berz niya erdê xo zaf deştıno u zaf deşti estê	dimli	55
6350	utf-8	el fa part del cantù de pélissanne del circondàre arrondissement de aixenprovence e del dipartimènt de le bouchesdurhône	lombard	120
1847	utf-8	– nosa señora veunos ver e di que vén buscar o francisco moi breve para o ceo	galician	77
2376	utf-8	duranti a staghjoni secca ùn ci sò micca apporti da parti di u fiumu atbara	corsican	75
3953	utf-8	എന്നാൽ അത്തരത്തിലുള്ള വീക്ഷണം പൂർണമായും പ്രകൃതിയുടെ ഒരു പ്രത്യേക രൂപത്തെ മാത്രമേ കേന്ദ്രീകരിക്കുന്നുള്ളു	malayalam	104
1426	utf-8	área  km²	tetum	9
1439	utf-8	ރައްޔިތުންގެ ޚާއްޞަ މަޖިލީހުގެ ފުރަތަމަ ޖަލްސާގައި، އެމަޖިލީހުގެ މެންބަރުންގެ ތެރެއިން މަޖިލީހުގެ ރައީސަކާއި ނާއިބުރައީސެއް އިންތިޚާބު ކުރެވެއެވެ	dhivehi	145
3002	utf-8	gq estas tre granda transneptuna objekto malkovrita la an de aprilo  de la amatora astronomino nichole m	esperanto	104
2000	utf-8	ko maraehara he nohanga o te tairāwhiti	maori	39
525	utf-8	vervolgens werd richezza door hendrik van würben de bisschop van breslau tot koningingemalin van bohemen gekroond en nam ze voortaan de naam elisabeth aan	dutch	154
3442	utf-8	dýpsti strengurinn er stilltur á miðc hinir í fimmundum upp á við g d og a	icelandic	74
6159	utf-8	piluta haytaq	quechua	13
5103	utf-8	em abril de  a liga argelina de direitos humanos relatou  cabilas mortos  feridos dos quais  tornaramse permanentemente inválidos e milhares de detenções maus tratamentos tortura e prisões arbitrárias	portuguese	200
6340	utf-8	елга озынлыгы  км	tatar	17
1355	utf-8	jepémo tetãygua oipotákuri umi mba’e réi luis xvi katu oñembotavyete ha ombotove chupekuéra	guarani	91
6033	utf-8	bhartii relveveustha hi axiantoli soglleant vhodd ani somvsarantoli panchvea kromankachi	konkani	88
659	utf-8	u arruni eni a parti posteriori do pedi	sicilian	39
5496	utf-8	die namen der personen werden meist in der internationalen schreibweise in der britischen transkription bei enzyklopädischen texten wiedergeben	german	143
5881	utf-8	annotated video recipe illustrates traditional handmade technique for creating soan papdis crisp multilayers filmed at shreyas sweets hampankatta mangalore ·permaculturetravel· youtube channel	oriya	192
648	utf-8	نەتىجىدە قاتناش ھادىسىسى بولسىمۇ، تەبىئىي ئاپەت…ھەر قانچە دەھشەتلىك قازا بولسىمۇ كىشىلەر دائىم ”قانچە ئادەم قانداق ئۆلۈپتۇ؟“، ”نېمە سەۋەپتىن شۇنداق بولۇپتۇ؟“ دەپ سوراشنىڭ ئورنىغا، ”ئۇيغۇر ئۆلۈپتىمۇ خەنسۇمۇ“ دېگەنگە ئوخشاش ئىنسانىيلىققا يات سۇئاللارنى سورايدىغان بولىدۇ	uighur	268
3728	utf-8	гiемерисел бусурбабазул кiвар гьечiолъиялда бан закагiат кьезе кколел гiадамазухъе ккезабичiого хутiула гiидалъул какдаса рахъинегiан гьединаб хiалалда гьеб закагiатлъун рикiкiунаро гiадатияб садакъалъун гурони	avar	210
259	utf-8	ella nascet li im de decembre  in skaryszew e es desde li im septembre  li primministre de polonia	interlingue	98
3734	utf-8	pertsona aktiboetatik  lanean zeuden  gizon eta  emakume eta  langabezian zeuden  gizon eta  emakume	basque	100
2671	utf-8	তিলপা রাষ্ট্র usaর  মারির মানুলেহা লোক গননা অনুসারে ম্যাককার্টেইন কাউন্টির জনসংখ্যা ইলাতাই  গ। গ ঘরর ইউনিট আসে। হারি বর্গ মাইলে গ ঘর পরিসে বারো হারি বর্গ মাইলে গ মানু থাইতারা।	bishnupriya	175
6073	utf-8	ji ber wê ye gelek peyvên biyan di zimanê kurdî de rasterast kivşe dibin	kurdish	72
4038	utf-8	кыдзпу пантасьӧ аляскаын да канадаын	komi-permyak	36
4410	utf-8	uutisryhmä composlinux on perustettu	finnish	36
4132	utf-8	nemački general hajnc guderijan koji je bio jedan od prvih zagovornika blickriga razrešen je dužnosti	serbo-croatian	101
2308	utf-8	abelujo estas ĉirkaŭfermita strukturo en kiu kelka mielprodukta abela specio de la genro vivas kaj zorgas sian idaron	esperanto	117
599	utf-8	tvereiguo raisteiba anglīšu sustainable development krīvu устойчивое развитие latvīšu ilgtspējīga attīstība — taids zemis vaļsteibys regiona mīsta ekonomikys kūpeibys i t	latgalian	170
6369	utf-8	у травні  році учениця  класу даніленко вікторія зайняла ііі місце у іі етапі всеукраїнського конкурсу — захисту науководослідницьких робіт учнів членів ман з історії   лизогуб іванна зайняла ііі місце у іі етапі всеукраїнського конкурсу — захисту науководослідницьких робіт учнів членів ман з історії з географії	ukrainian	313
3390	utf-8	na gregorian calender  ọktoba bu ubochi nke th st na afo nke anakpo leap year na afo	igbo	84
6175	utf-8	oscar alberto ortiz	quechua	19
6422	utf-8	zimalunga ne yeephesenti izilwanyana ezinamehlo	xhosa	47
3692	utf-8	papa ioannes paulus ii c	latin	24
644	utf-8	ئۇلارنى ئۆز مىللىتىگە تېخىمۇ چىڭ باغلايدۇ	uighur	41
2179	utf-8	దూరంలో ఉంది	telugu	11
4375	utf-8	gege bi idiye  ti united states census bureau gbogbo iye awon eniyan ilu ohun je	yoruba	80
1894	utf-8	оваква процедура се некад назива и семиалгоритам како би се разликовао од појма алгоритам дефинисаног као комплетно решење проблема одлучивања	serbian	142
5674	utf-8	америкаысь горд пужым лат	udmurt	25
528	utf-8	hierdoor werd richezza op slechts jarige leeftijd al weduwe	dutch	59
4565	utf-8	en % de omna hemanari vivis unika sola individuo e % habitesis da ulu evante  yari o pluse qua vivis sole	ido	105
3675	utf-8	locarn gallonice  britonice lokarn est commune  incolarum anno  praefecturae litorum ad mare in franciae occidentalis regione britannia minore	latin	142
5011	utf-8	afṛuẓaf yekkad si tefyirt i yenna ugellid amaziɣ maṣiniṣa «tafriqt n yefriqen»  s tefṛansist « lafrique appartient aux africains » neɣ « lafrique aux africains »  ttafyirt yuɣalen mechuṛen degwumḍal	kabyle	198
3269	utf-8	twäidens häd jan steen fuul szenen uut dät lieuwend fon do rederijkers porträtierd	saterfriesisch	82
2055	utf-8	minnesotas state parks are spread across the state in such a way that there is a state park within  miles  km of every minnesotan	english	129
6478	utf-8	قطعنومه  امنیت شورا متحدِ مللِ سازمان که تاریخ  فوریه  تصویب بَیّه، اتا بین‌المللی سند درباره قبول هاکردن ترنه عضو متحد ملل سازمان دله مولداوی هسته	mazanderani	147
2688	utf-8	në poloni që prej rënies së regjimit komunist në n anglishtja dhe gjermanishtja kanë pësuar një shtrirje të vazhdueshme në kurriz të frëngjishtes	albanian	145
3138	utf-8	gehenna hebr גֵיא בֶן־הִנֹּם  to je dolëzna na pôłnié òd jerozolëmë gdze czedës skwarzałë sã smiecë z czasã w religie stała sã synonimã piekła	kashubian	142
1761	utf-8	таиланд францияны къарыусузлугъун мараб француз индокъытайны талай джерин даулагъанды	karachay-balkar	85
4937	utf-8	سی، بر روی برنامه‌های تشکیل سازمان ملل کار کردند	persian	48
6102	utf-8	ibi tí àwọn tí ó ń sọ èdè yìí pọ̀ sí ju ni algeria egypt iraq morocco saudi arabia sudan syria tunisia àti yeman	yoruba	112
360	utf-8	methis studia humaniora estonica	estonian	32
4619	utf-8	भगवतः भुवनभास्करस्य भास्वतां रश्मीनाम् अरूणारुणं प्रकाशं प्राप्य पुरा प्रत्यहं प्रातः परमया निष्ठया मन्त्रद्रष्टारः महर्षयः प्रार्थयन्ते स्म आप्यायन्तु ममाङ्गानि वाक् प्राणं चक्षुः श्रोत्रमथो बलम् इन्द्रियाणि च सर्वाणि । इति । श्रुतिषु समुपदिष्टं सर्वप्राणिसुखावहं वचोऽमृतमिदं प्रतिमानवं बोधयति यद् – नायमात्मा बलहीनेन लभ्यः तस्मात् बलमुपासस्व । सांसारिकसमग्रसौविध्यसौलभ्याय दुर्बलः क्षीणोत्साहः स्वान्तप्रसत्तिविरहितः मानवः क्षितौ किमपि कर्तुं साधयितुं च न क्षमते । यतो हि –	sanskrit	475
3350	utf-8	al moskowitz  rulebased system algorithm synthesis using nondeterministic finitestate machines	marathi	94
1187	utf-8	brugge francesi brugges es un cité in belgia	interlingue	44
1564	utf-8	ia lahir di betong sarawak	indonesian	26
4659	utf-8	moo di yonent bi nuy jottali xebaaru jàmm fa kanam yàlla	wolof	56
2211	utf-8	eläjiden lugu om  millionad ristitud	veps	36
1950	utf-8	davua worn ollawö nua kospüle	bavarian	29
3584	utf-8	herwydh an mabinogion massen a dhemmedhas helen myrgh penntern y lys yn segontium karnarvon	cornish	91
3163	utf-8	هغه نوی کار چی پدی برخه کی وشو د مخنیوونکو فعالیتونو د جوړولو څخه عبارت وو	pushto	74
4439	utf-8	мис ар къагъэсэбэпурэ дудакъхэм исраф халъхьа къаукъазм дежи нэгъуэщӏ щӏыпэхэми	kabardian	79
1294	utf-8	ew bi babet û naveroka xwe ji hemû pirtûkên din cihê ye	kurdish	55
6433	utf-8	foondit on  juin in  it sits in the hills o the andes aboot  km ootside bogota the current caipital o colombie	scots	110
4763	utf-8	tradisaun ne’e maka’as iha sidade koimbra iha portugál no estudante universitáriu maka ba kanta ba fetoraan sira ne’ebé sira gosta	tetum	130
6608	utf-8	transfer narxi  mln	uzbek	19
5387	utf-8	unong ed  census say papulasyon to et  totoo	pangasinan	44
1982	utf-8	cimzes veiktais līgo laiva uz ūdeņa harmonizējums ir mazāk interesants par vēlākajām versijām kam vaina meklējama meldijas tonālajā struktūrā kas homofonam salikumam ir it kā par bālu	latvian	183
4590	utf-8	izinto ekunyibilikiswa ngazo ezi solutes kuthiwa yisolvent	xhosa	58
567	utf-8	sɔ́kí maria akanisáká kofánda na bosangisaka nzóto na yosefu nsima ya libála yě alingáká komɔnɔ lisákólá lya mwanzɛ nkamwa tɛ́ akokóma na zémi	lingala	142
2868	utf-8	zi iilitha zeplasma ezinokufumaneka kubantu abadala	xhosa	51
698	utf-8	هن جون ٽنگون ڊگهيون ڪاريون ۽ ميٽوڙي هيڊيون ٿين ٿيون	sindhi	51
1004	utf-8	dalis šiuolaikinių parašiutų leidžia sklęsti ir nusileisti pasirinktoje vietoje	lithuanian	79
1343	utf-8	ang malaysia /ma·ley·sya/ malay malaysia bigkas /məˈleɪʒə/ o /məˈleɪziə/ ay isang bansang binubuo ng labing tatlong mga estado at tatlong teritoryong pederal sa timog silangang asya na may kabuuang sukat ng lupa na  km	tagalog	218
976	utf-8	манчаары сүрүн силиһигэр  % кэриҥэ эфир арыылаах ол иһигэр хас да сесквитерпен киирэр — азарон βкаламен  % каламенон каламендиол изокаламендиол сесквитерпеновай спирт каламеол ону таһынан dкамфен  % dкамфора  % борнеол  % эвгенол метилэвгенол кариофиллен элемен куркумен проазулен акорон изоакорон аколамон каларен неокарон уксуснай уонна валериановай кислоталар фитонцидтар уонна атын эттиктэр киирэллэр	yakut	404
5210	utf-8	اون حتی فلسطینه هم فراموش نوکودی و راجه به فلسطین و خاورمیانه و زورگویی امپریالیسم و صهیونیسم مقالان زیاد و ایته کتاب داره	gilaki	122
3731	utf-8	gwas neidr o deulur gomphidae neur gweision neidr tindrom ywr stylurus nagoyanus	welsh	80
5741	utf-8	grünwald es situat quelc kilometres sud del cité münchen in li valley del fluvie isar	interlingue	85
